Month,Day,Bold,Italic,Red,I.Symb,I.Code,I.Html,ShortText,FullText,ShorterText,,,,,,VLOOKUP,,,Місяць,День,Ім'я
1,25,,,r,🕂,+,&dagger;,"🕂 Св. Григорія Богослова, архиєп. Царгородського","🕂 Святого отця нашого Григорія Богослова, архиєпископа Царгородського",Григорія Богослова,,,125,Сави Освященного,,Сави Освященного,,525,5,25,Віддання Пасхи
1,26,,,,,,,"Прп. Ксенофонта, дружини його Марії","Преподобного отця нашого Ксенофонта, дружини його Марії",Ксенофонта,,,126,свт. Миколая,,свт. Миколая,,526,5,26,Вознесіння
1,27,,,r,🕂,+,&dagger;,🕂 Перенесення чесних мощів св. Івана Золотоустого,🕂 Перенесення чесних мощів святого отця нашого Івана Золотоустого,Перен. мощей Івана Зол.,,,127,Амвросія Медіолянського,,Амвросія Медіолянського,,527,5,27,Терапонта
1,28,,,,🕃,&,,🕃 Прп. Єфрема Сирійця,🕃 Преподобного отця нашого Єфрема Сирійця,Єфрема Сирійця,,,128,Патапія,,Патапія,,528,5,28,Микити
1,29,,,,🕃,&,,🕃 Перенесення мощів св. сщмч. Ігнатія Богоносця,🕃 Перенесення мощів святого священномученика Ігнатія Богоносця,Ігнатія Богоносця,,,129,Зачаття св. Анни,,Зачаття св. Анни,,529,5,29,Свв.Отців
1,30,,,r,🕁,*,&dagger;,"🕁 Свв. трьох святителів, великих архиєреїв: Василія Великого, Григорія Богослова та Івана Золотоустого","🕁 Святих трьох святителів, великих архиєреїв: Василія Великого, Григорія Богослова та Івана Золотоустого",Трьох святителів,,,130,Трьох святителів,,Трьох святителів,,530,5,30,Ісаакія
1,30,,,,,,,Св. сщмч. Іполита,Святого священномученика Іполита,,,,130,Трьох святителів,,Трьох святителів,,531,5,31,Єрмія
1,31,,,,🕃,&,,🕃 Свв. чудотв. і безср. Кира й Івана,🕃 Святих чудотворців і безсрібників Кира й Івана,Кира й Івана,,,131,Кира і Йоана,,Кира і Йоана,,61,6,1,Юстина мч.
1,31,,,,,,,Прп. Івана Боско,Преподобного отця нашого Івана Боско,,,,131,Кира і Йоана,,Кира і Йоана,,62,6,2,Никофора ісп
2,1,,,,🕃,&,,🕃 Передсвяття Стрітення Господа Бога і Спаса нашого Ісуса Христа,🕃 Передсвяття Стрітення Господа Бога і Спаса нашого Ісуса Христа,,,,21,Трифона,,Трифона,,63,6,3,Лукиліяна-Віддання Вознесіння
2,1,,,,,,,Св. мч. Трифона,Святого мученика Трифона,Трифона,,,21,Трифона,,Трифона,,64,6,4,Заупокійна-Митрофана
2,2,b,,r,🕀,#,&oplus;,🕀 Стрітення Господа Бога і Спаса нашого Ісуса Христа,🕀 Стрітення Господа Бога і Спаса нашого Ісуса Христа,Стрітення ГНІХ,,,22,Стрітення,,Стрітення,,65,6,5,Зіслання Св.Духа
2,3,,,,🕃,&,,"🕃 Св. і прав. Симеона Богоприємця і Анни, пророчиці","🕃 Святого і праведного Симеона Богоприємця і Анни, пророчиці","Симеона, Анни",,,23,Симеона_Анни,,Симеона_Анни,,66,6,6,Святого Духа
2,4,,,,,,,Прп. Ісидора Пилусіотського,Преподобного отця нашого Ісидора Пилусіотського,Ісидора,,,24,Ісидора,,Ісидора,,67,6,7,Теодота Анкирського
2,5,,,,,,,Св. мц. Агафії,Святої мучениці Агафії,Агафії,,,25,Агафії,,Агафії,,68,6,8,Теодора Стратилата
2,6,,,,,,,"Прп. Вукола, єп. Смирнського","Преподобного отця нашого Вукола, єпископа Смирнського",Вукола,,,26,Неділя про Митаря і фарисея,,Неділя про Митаря і фарисея,,69,6,9,Кирила Олександр.
2,6,,,,,,,"Св. сщмч. Сілвана, єп. Ємеського, і тих, що з ним","Святого священномученика Сілвана, єпископа Ємеського, і тих, що з ним",,,,26,Неділя про Митаря і фарисея,,Неділя про Митаря і фарисея,,610,6,10,Тимотея Пруського
2,7,,,,,,,"Прп. Партенія, єп. Лампсакійського","Преподобного отця нашого Партенія, єпископа Лампсакійського",Партенія,,,27,Партенія,,Партенія,,611,6,11,Віддання Зіслання-Вартол. і Варнави
2,7,,,,,,,"Блаж. сщмч. Петра Вергуна, пресвіт.","Блаженного священномученика Петра Вергуна, пресвітера",,,,27,Партенія,,Партенія,,612,6,12,Всіх святих-Онуфрія
2,8,,,,🕃,&,,🕃 Св. вмч. Теодора Стратилата,🕃 Святого великомученика Теодора Стратилата,Теодора Стратилата,,,28,Теодора Стратилата,,Теодора Стратилата,,613,6,13,Акилини мчц.
2,8,,,,,,,Св. прор. Захарії Серповидця,Святого пророка Захарії Серповидця,,,,28,Теодора Стратилата,,Теодора Стратилата,,614,6,14,Єлисея прор.
2,9,,,,,,,Св. мч. Никифора,Святого мученика Никифора,Никифора,,,29,Віддання Стрітення,,Віддання Стрітення,,615,6,15,Амоса
2,9,,i,r,,,,Віддання Стрітення,У цей день віддається свято Стрітення,,,,29,Віддання Стрітення,,Віддання Стрітення,,616,6,16,Євхаристії-Тихона
2,10,,,,,,,Св. мч. Харалампія,Святого мученика Харалампія,Харлампія,,,210,Харлампія,,Харлампія,,617,6,17,"Мануїла, Савела"
2,11,,,,,,,"Св. сщмч. Власія, єп. Севастійського","Святого священномученика Власія, єпископа Севастійського",Власія,,,211,Власія,,Власія,,618,6,18,Леонтія
2,12,,,,,,,"Св. Мелетія, архиєп. Антіохійського","Святого отця нашого Мелетія, архиєпископа Антіохійського",Мелетія,,,212,Мелетія,,Мелетія,,619,6,19,2-ап. Юди
2,13,,,,,,,Прп. Мартиніана,Преподобного отця нашого Мартиніана,Мартиніана,,,213,Блудного сина,,Блудного сина,,620,6,20,Методія Патарського
2,13,,,,,,,Свв. жінок Зої і Фотини (Світлани),Святих жінок Зої і Фотини (Світлани),,,,213,Блудного сина,,Блудного сина,,621,6,21,Юліана
2,14,,,r,🕂,+,&dagger;,"🕂 Переставл. прп. Константина, філософа, у монахах Кирила, учителя слов’янського","🕂 Переставлення преподобного отця нашого Константина, філософа, у монахах Кирила, учителя слов’янського",,,,214,прп. Авксентія,,прп. Авксентія,,622,6,22,Євсевія
2,14,,,,,,,Прп. Авксентія,Преподобного отця нашого Авксентія,Авксентія,,,214,прп. Авксентія,,прп. Авксентія,,623,6,23,Агрипіни
2,14,,,,,,,"Прп. Марона, пустинника, чудотв.","Преподобного Марона, пустинника, чудотворця",,,,214,прп. Авксентія,,прп. Авксентія,,624,6,24,Різдво Предтечі-ХС Чоловіколюбця
2,15,,,,,,,Св. ап. Онисима,Святого апостола Онисима,Онисима,,,215,ап. Онисима,,ап. Онисима,,625,6,25,Февронії-Сострадання
2,16,,,,,,,"Свв. мчч. Памфила, єрея, Порфирія і тих, що з ними","Святих мучеників Памфила, єрея, Порфирія і тих, що з ними","Памфила, Порфирія",,,216,"Памфила, Порфирія",,"Памфила, Порфирія",,626,6,26,3-Давида Солунського
2,17,,,,🕃,&,,🕃 Св. вмч. Теодора Тирона,🕃 Святого великомученика Теодора Тирона,Теодора Тирона,,,217,Теодора Тирона,,Теодора Тирона,,627,6,27,Блаж. свщмчч.
2,18,,,,,,,"Св. Лева, папи Римського","Святого отця нашого Лева, папи Римського","Льва, папи Римського",,,218,"Льва, папи Римського",,"Льва, папи Римського",,628,6,28,Кира і Йоана
2,19,,,,,,,Св. ап. Архипа,Святого апостола Архипа,ап. Архипа,,,219,"Заупокійна, ап. Архипа",,"Заупокійна, ап. Архипа",,629,6,29,Петра і Павла
2,20,,,,,,,"Прп. Лева, єп. Катанського","Преподобного отця нашого Лева, єпископа Катанського",прп. Льва,,,220,"Мясопусна, прп. Льва",,"Мясопусна, прп. Льва",,630,6,30,Собор апп.
2,21,,,,,,,"Прп. Тимотея, що в Символах","Преподобного отця нашого Тимотея, що в Символах",Тимотея,,,221,"Тимотея, Євстатія",,"Тимотея, Євстатія",,71,7,1,Косми і Даміана
2,21,,,,,,,"Св. Євстатія, архиєп. Великої Антіохії","Святого отця нашого Євстатія, архиєпископа Великої Антіохії",Євстатія,,,221,"Тимотея, Євстатія",,"Тимотея, Євстатія",,72,7,2,Гл.4.Єв.5.Положення ризи
2,22,,,,,,,"Віднайдення чесних мощів свв. мчч., що в Євгенії","Віднайдення чесних мощів святих мучеників, що в Євгенії",Віднайд. мощей в Євгенії,,,222,Віднйдення мощей в Євг.,,Віднйдення мощей в Євг.,,73,7,3,мч.Якинта
2,23,,,,,,,"Св. сщмч. Полікарпа, єп. Смирнського","Святого священномученика Полікарпа, єпископа Смирнського",Полікарпа,,,223,Полікарпа,,Полікарпа,,74,7,4,Андрея Критського.Марти
2,24,,,r,🕂,+,&dagger;,"🕂 Перше і друге знайдення чесної голови св. славн. прор., предтечі і хрестителя Господнього Івана","🕂 Перше і друге знайдення чесної голови святого славного пророка, предтечі і хрестителя Господнього Івана",1 і 2 знайд. глави Івана Предтечі,,,224,Віднайдення голови,,Віднайдення голови,,75,7,5,Атанасія Атонського
2,25,,,,,,,"Св. Тарасія, архиєп. Царгородського","Святого отця нашого Тарасія, архиєпископа Царгородського",Тарасія,,,225,Тарасія,,Тарасія,,76,7,6,Сісоя Великого
2,26,,,,,,,"Св. Порфирія, єп. Газького","Святого отця нашого Порфирія, єпископа Газького",Порфирія,,,226,Сиропусна,,Сиропусна,,77,7,7,"Томи,що в Малеї"
2,26,,,,,,,Блаж. Едігни,Блаженної Едігни,,,,226,Сиропусна,,Сиропусна,,78,7,8,Прокопія
2,27,,,,,,,Прп. й ісп. Прокопія Декаполіта,Преподобного отця нашого й ісповідника Прокопія Декаполіта,Прокопія,,,227,"Сиропусна, Прокопія",,"Сиропусна, Прокопія",,79,7,9,Гл.5.Єв.6
2,28,,,,,,,"Прп. й ісп. Василія, співпосника Прокопового","Преподобного отця нашого й ісповідника Василія, співпосника Прокопового",Василія,,,228,ПочатокПосту-Василія,,ПочатокПосту-Василія,,710,7,10,Антонія Печерського
2,29,,,,,,,Прп. Касіана,Преподобного отця нашого Касіана,Касіана,,,229,#N/A,,#N/A,,711,7,11,Євфимії.Ольги
3,1,,,,,,,Св. прпмц. Євдокії,Святої преподобномучениці Євдокії,Євдокії,,,31,Євдокії,,Євдокії,,712,7,12,Прокла й Іларія
3,2,,,,,,,"Св. сщмч. Теодота (Богдана), єп. Киринейського","Святого священномученика Теодота (Богдана), єпископа Киринейського",Теодота,,,32,Теодота,,Теодота,,713,7,13,арх.Гавриїла
3,3,,,,,,,"Свв. мчч. Євтропія, Клеоніка й Василиска","Святих мучеників Євтропія, Клеоніка й Василиска",мч. Євтропія,,,33,мч. Євтропія,,мч. Євтропія,,714,7,14,ап.Акили
3,4,,,,,,,"Прп. Герасима, що на Йордані","Преподобного отця нашого Герасима, що на Йордані",прп. Герасима,,,34,прп. Герасима,,прп. Герасима,,715,7,15,Володимира Великого
3,5,,,,,,,Св. мч. Конона,Святого мученика Конона,Теодора Тирона,,,35,Теодора Тирона,,Теодора Тирона,,716,7,16,Гл.6.Єв.7.Отців
3,6,,,,,,,"Свв. сорока двох мчч., що в Аморії","Святих сорока двох мучеників, що в Аморії",мчч. Аморейських,,,36,Православя-мчч. Аморейських,,Православя-мчч. Аморейських,,717,7,17,Марини
3,7,,,,,,,"Свв. сщмчч., що були єпп. в Херсоні: Василія, Єфрема, Капітона, Євгенія, Етерія й інших","Святих священномучеників, що були єпископами в Херсоні: Василія, Єфрема, Капітона, Євгенія, Етерія й інших",сщмчч. Херсонських,,,37,свщмчч. Херсонських,,свщмчч. Херсонських,,718,7,18,Якинта
3,7,,,,,,,Блаж. сщмч. Леоніда-Леонтія Федорова,Блаженного священномученика Леоніда-Леонтія Федорова,,,,37,свщмчч. Херсонських,,свщмчч. Херсонських,,719,7,19,Макрини.Дія
3,8,,,,,,,"Прп. й ісп. Теофілакта, єп. Нікомидійського","Преподобного отця нашого й ісповідника Теофілакта, єпископа Нікомидійського",Теофілакта,,,38,Теофілакта,,Теофілакта,,720,7,20,Іллі
3,9,,,r,🕂,+,&dagger;,"🕂 Свв. сорока мчч., замучених у Севастійському озері","🕂 Святих сорока мучеників, замучених у Севастійському озері",40 Севастійських мчч.,,,39,Севастійських мчч.,,Севастійських мчч.,,721,7,21,Симеона
3,10,,,,,,,"Св. мч. Кодрата і тих, що з ним: Кипріана, Ніки, Галини та інших","Святого мученика Кодрата і тих, що з ним: Кипріана, Ніки, Галини та інших",мч. Кондрата,,,310,мч. Кондрата,,мч. Кондрата,,722,7,22,Марії Магдалини
3,11,,,,,,,"Св. Софронія, патр. Єрусалимського","Святого отця нашого Софронія, патріарха Єрусалимського",Софронія,,,311,Софронія,,Софронія,,724,7,24,Бориса і Гліба
3,12,,,,,,,Прп. й ісп. Теофана Сигріанського,Преподобного отця нашого й ісповідника Теофана Сигріанського,Теофана,,,312,"Теофана, Григорія Двоєслова",,"Теофана, Григорія Двоєслова",,725,7,25,Успення Анни
3,12,,,,,,,"Св. Григорія Двоєслова, папи Римського","Святого отця нашого Григорія Двоєслова, папи Римського",Григорія Двоєслова,,,312,"Теофана, Григорія Двоєслова",,"Теофана, Григорія Двоєслова",,726,7,26,Єрмолая
3,13,,,,,,,"Перенесення мощів св. Никифора, патр. Царгородського","Перенесення мощів святого отця нашого Никифора, патріарха Царгородського",Никифора,,,313,Никифора,,Никифора,,727,7,27,Пантелеймона
3,14,,,,,,,Прп. Венедикта,Преподобного отця нашого Венедикта,Венедикта,,,314,Венедикта,,Венедикта,,728,7,28,"Прохора,Никанора"
3,15,,,,,,,Св. мч. Агапія і з ним шести мчч.,Святого мученика Агапія і з ним шести мучеників,мч. Агапія,,,315,мч. Агапія,,мч. Агапія,,729,7,29,Каліника
3,16,,,,,,,Свв. мчч. Савина й Папи,Святих мучеників Савина й Папи,Савина й Папи,,,316,Савина й Папи,,Савина й Папи,,731,7,31,Передсв.походу_з_Хрестом
3,17,,,,,,,"Прп. Олексія, чоловіка Божого","Преподобного отця нашого Олексія, чоловіка Божого","Олексія, чоловіка Божого",,,317,"Олексія, чоловіка Божого",,"Олексія, чоловіка Божого",,81,8,1,Похід з чесним Древом Хреста
3,18,,,,,,,"Св. Кирила, архиєп. Єрусалимського","Святого отця нашого Кирила, архиєпископа Єрусалимського",Кирила Єрусалимського,,,318,Кирила Єрусалимського,,Кирила Єрусалимського,,82,8,2,Перенесення мощів архид.Стефана
3,19,,,,,,,Свв. мчч. Хризанта й Дарії,Святих мучеників Хризанта й Дарії,Хризанта і Дарії,,,319,Зупокійна-Хризанта і Дарії,,Зупокійна-Хризанта і Дарії,,83,8,3,"Ісаакія, Далмата, Фавста."
3,20,,,,,,,"Прпп. отців, яких убили сарацини в обителі Св. Сави","Преподобних отців наших, яких убили сарацини в обителі Святого Сави",прп отців обителі св. Сави,,,320,Хрестопоклонна,,Хрестопоклонна,,84,8,4,сімох отроків ефеських
3,21,,,,,,,"Прп. й ісп. Якова, єп. Катанського","Преподобного отця нашого й ісповідника Якова, єпископа Катанського",Якова Катанського,,,321,Якова Катанського,,Якова Катанського,,85,8,5,"передсвяття Преображення,Євсигнія"
3,22,,,,,,,"Св. сщмч. Василія, пресвіт. Анкирського","Святого священномученика Василія, пресвітера Анкирського",Василія Анкирського,,,322,Василія Анкирського,,Василія Анкирського,,86,8,6,ПРЕОБРАЖЕННЯ ГОСПОДНЄ
3,23,,,,,,,"Св. прпмч. Нікона і 200 учнів його, з ним замучених","Святого преподобномученика Нікона і двохсот учнів його, з ним замучених",прпмч. Нікона,,,323,прпмч. Нікона,,прпмч. Нікона,,87,8,7,прпмч. Дометія
3,24,,,,🕃,&,,🕃 Передсвяття Благовіщення Пресвятої Богородиці,🕃 Передсвяття Благовіщення Пресвятої Богородиці,передсв. Благовіщення,,,324,передсв. Благовіщення-Захарії,,передсв. Благовіщення-Захарії,,88,8,8,Еміліяна
3,24,,,,,,,Прп. Захарії,Преподобного отця нашого Захарії,Захарії,,,324,передсв. Благовіщення-Захарії,,передсв. Благовіщення-Захарії,,89,8,9,ап. Матія
3,24,,,,,,,"Св. Артемона, єп. Селевкії Пісідійської","Святого отця нашого Артемона, єпископа Селевкії Пісідійської",,,,324,передсв. Благовіщення-Захарії,,передсв. Благовіщення-Захарії,,810,8,10,арх. Лаврентія
3,25,b,,r,🕀,#,&oplus;,🕀 Благовіщення Пресв. Владичиці нашої Богородиці і Приснодіви Марії,🕀 Благовіщення Пресвятої Владичиці нашої Богородиці і Приснодіви Марії,Благовіщення Богородиці,,,325,Благовіщення Богородиці,,Благовіщення Богородиці,,811,8,11,арх. Євпла
3,25,,,,,,,"Блаж. сщмч. Омеляна Ковча, пресвіт.","Блаженного священномученика Омеляна Ковча, пресвітера",,,,325,Благовіщення Богородиці,,Благовіщення Богородиці,,812,8,12,мчч. Фотія і Аникити
3,26,,,r,🕃,@,,🕃 Собор архангела Гавриїла,🕃 Собор архангела Гавриїла,Собор Гавриїла,,,326,Собор Гавриїла,,Собор Гавриїла,,813,8,13,"віддання Преображення, Максима Ісп."
3,26,,i,r,,,,Віддання Благовіщення,У цей день віддається свято Благовіщення,,,,326,Собор Гавриїла,,Собор Гавриїла,,814,8,14,Гл.1. - передсв.Успення
3,27,,,,,,,"Св. Матрони, що в Солуні","Святої матері нашої Матрони, що в Солуні",Матрони,,,327,Матрони,,Матрони,,815,8,15,УСПЕННЯ
3,28,,,,,,,Прп. Іларіона Нового,Преподобного отця нашого Іларіона Нового,Іларіона Нового,,,328,Іларіона Нового,,Іларіона Нового,,816,8,16,"Образу, Діомида"
3,28,,,,,,,"Св. Стефана, чудотв.","Святого Стефана, чудотворця",,,,328,Іларіона Нового,,Іларіона Нового,,817,8,17,Мирона
3,29,,,,,,,"Прп. Марка, єп. Аретусійського, і Кирила дияк., та інших, що з ним постраждали при Юліані, мучителеві","Преподобного отця нашого Марка, єпископа Аретусійського, і Кирила диякона, та інших, що з ним постраждали при Юліані, мучителеві",прп. Марка,,,329,прп. Марка,,прп. Марка,,818,8,18,"Флора і Лавра, Спомин осв. Собору"
3,30,,,,,,,"Прп. Івана, автора «Ліствиці»","Препoдобного отця нашого Івана, автора «Ліствиці»",Йоана Ліствичника,,,330,Йоана Ліствичника,,Йоана Ліствичника,,819,8,19,Андрея Стратопедарха
3,31,,,,,,,"Прп. Іпатія, єп. Гангренського","Преподобного отця нашого Іпатія, єпископа Гангренського",Великого канону-Ігнатія,,,331,Великого канону-Ігнатія,,Великого канону-Ігнатія,,820,8,20,прор. Самуїла
4,1,,,,,,,Прп. Марії Єгипетської,Преподобної матері нашої Марії Єгипетської,Марії Єгипетської,,,41,Марії Єгипетської,,Марії Єгипетської,,821,8,21,"мч.Тадея, мчц. Васси"
4,2,,,,,,,"Прп. Тита, чудотв.","Преподобного отця нашого Тита, чудотворця",Тита,,,42,Акафістова-Тита,,Акафістова-Тита,,822,8,22,Агатоніка
4,3,,,,,,,"Прп. й ісп. Микити, ігум. обителі Мидикійської","Преподобного отця нашого й ісповідника Микити, ігумена обителі Мидикійської",Микити,,,43,Микити,,#N/A,,823,8,23,"віддання Успення, мч. Луппа"
4,4,,,,,,,"Прпп. Йосифа, піснописця, і Юрія, що в Малеї","Преподобних отців наших Йосифа, піснописця, і Юрія, що в Малеї",Йосифа і Юрія,,,44,Йосифа і Юрія,,Йосифа і Юрія,,824,8,24,мч. Євтиха
4,5,,,,,,,"Свв. мчч. Теодула й Агатопода, і тих, що з ними","Святих мучеників Теодула й Агатопода, і тих, що з ними",Теодула,,,45,Теодула,,Теодула,,825,8,25,"Вартоломея, ап. Тита"
4,6,,,r,🕂,+,&dagger;,"🕂 Переставл. св. Методія, учителя слов’янського","🕂 Переставлення святого отця нашого Методія, учителя слов’янського",,,,46,Євтихія,,Євтихія,,826,8,26,Адріана і Наталії
4,6,,,,,,,"Св. Євтихія, архиєп. Царгородського","Святого отця нашого Євтихія, архиєпископа Царгородського",Євтихія,,,46,Євтихія,,Євтихія,,827,8,27,Пімена
4,7,,,,,,,"Прп. Юрія, єп. Мітилинського","Преподобного отця нашого Юрія, єпископа Мітилинського",Юрія Митилинського,,,47,Юрія Митилинського,,Юрія Митилинського,,828,8,28,Мойсея Мурина
4,8,,,,,,,"Свв. апп. Іродіона, Агава, Руфа, Асинкріта, Флегонта і Єрма","Святих апостолів Іродіона, Агава, Руфа, Асинкріта, Флегонта і Єрма","апп. Іродіона, Агава",,,48,"апп. Іродіона, Агава",,"апп. Іродіона, Агава",,829,8,29,УСІКНОВЕННЯ ГЛАВИ ПРЕДТЕЧІ
4,9,,,,,,,Св. мч. Євпсихія,Святого мученика Євпсихія,Євпсихія,,,49,Лазарева-Євпсихія,,Лазарева-Євпсихія,,830,8,30,"Олександра, Йоана, Павла Нового"
4,10,,,,,,,"Свв. мчч. Терентія, Помпія і тих, що з ними","Святих мучеників Терентія, Помпія і тих, що з ними",,,,410,,,Квітна,,831,8,31,Положення Пояса Богородиці
4,11,,,,,,,"Св. сщмч. Антипи, єп. Пергаму Азійського","Святого священномученика Антипи, єпископа Пергаму Азійського",Антипи,,,411,#N/A,,#N/A,,,,,
4,12,,,,,,,"Прп. й ісп. Василія, єп. Парійського","Преподобного отця нашого й ісповідника Василія, єпископа Парійського",Василія Парійського,,,412,#N/A,,#N/A,,,,,
4,13,,,,,,,"Св. сщмч. Артемона і тих, що з ним","Святого священномученика Артемона і тих, що з ним",Артемона,,,413,#N/A,,#N/A,,,,,
4,14,,,,,,,"Св. Мартина Ісповідника, папи Римського","Святого отця нашого Мартина Ісповідника, папи Римського",Мартина Ісповідника,,,414,#N/A,,#N/A,,,,,
4,14,,,,,,,"Свв. мчч. Віленських: Антонія, Івана і Євстатія","Святих мучеників Віленських: Антонія, Івана і Євстатія",,,,414,#N/A,,#N/A,,,,,
4,15,,,,,,,"Свв. апп. Аристарха, Пуда і Трофима","Святих апостолів Аристарха, Пуда і Трофима","Аристарха, Пуда, Трофима",,,415,#N/A,,#N/A,,,,,
4,16,,,,,,,"Свв. мцц.-дів Агапії, Ірини й Хіонії","Святих мучениць-дів Агапії, Ірини й Хіонії","Агапії, Ірини, Хіонії",,,416,#N/A,,#N/A,,,,,
4,17,,,,,,,"Прп. Симеона, що в Персиді","Преподобного отця нашого Симеона, що в Персиді",Симеона в Персиді,,,417,#N/A,,#N/A,,,,,
4,17,,,,,,,"Прп. Акакія, єп. Мелітинського","Преподобного отця нашого Акакія, єпископа Мелітинського",Акакія Мелітинського,,,417,#N/A,,#N/A,,,,,
4,18,,,,,,,"Прп. Івана, учня св. Григорія Декаполіта","Преподобного отця нашого Івана, учня святого Григорія Декаполіта","Івана, учня Григорія Декаполіта",,,418,#N/A,,#N/A,,,,,
4,19,,,,,,,"Прп. Івана, старопечерника","Преподобного отця нашого Івана, старопечерника",Івана старопечерника,,,419,#N/A,,#N/A,,,,,
4,20,,,,,,,Прп. Тедора Трихіни,Преподобного отця нашого Тедора Трихіни,Теодора Трихіни,,,420,#N/A,,#N/A,,,,,
4,21,,,,,,,"Св. сщмч. Януарія і тих, що з ним","Святого священномученика Януарія і тих, що з ним",Януарія,,,421,#N/A,,#N/A,,,,,
4,21,,,,,,,"Св. мч. Теодора, що в Пергії","Святого мученика Теодора, що в Пергії",Теодора в Пергії,,,421,#N/A,,#N/A,,,,,
4,22,,,,,,,Прп. Теодора Сикеота,Преподобного отця нашого Теодора Сикеота,Теодора Сикеот,,,422,#N/A,,#N/A,,,,,
4,23,,,r,🕁,*,&dagger;,"🕁 Св. славн. вмч., переможця й чудотв. Юрія","🕁 Святого славного великомученика, переможця й чудотворця Юрія",Юрія,,,423,Юрія,,Юрія,,,,,
4,24,,,,,,,"Св. мч. Сави Стратилата, воєводи","Святого мученика Сави Стратилата, воєводи",Сави Стратилата,,,424,#N/A,,#N/A,,,,,
4,25,,,r,🕂,+,&dagger;,🕂 Св. ап. і єв. Марка,🕂 Святого апостола і євангелиста Марка,ап. Марка,,,425,єв. Марка,,єв. Марка,,,,,
4,26,,,,,,,"Св. сщмч. Василія, єп. Амасійського","Святого священномученика Василія, єпископа Амасійського",Василія Амасійського,,,426,Василія,,Василія,,,,,
4,27,,,,🕃,&,,"🕃 Св. сщмч. Симеона, родича Господнього","🕃 Святого священномученика Симеона, родича Господнього",Симеона,,,427,Симеона,,Симеона,,,,,
4,27,,,,,,,"Прп. Стефана, єп. Володимирського","Преподобного отця нашого Стефана, єпископа Володимирського",,,,427,Симеона,,Симеона,,,,,
4,28,,,,,,,Свв. апп. Ясона й Сосіпатра,Святих апостолів Ясона й Сосіпатра,Ясона і Сосіпатра,,,428,Ясона і Сосіпатра,,Ясона і Сосіпатра,,,,,
4,28,,,,,,,"Свв. мчч. Дади, Максима й Кинтиліана","Святих мучеників Дади, Максима й Кинтиліана",,,,428,Ясона і Сосіпатра,,Ясона і Сосіпатра,,,,,
4,28,,,,,,,"Св. Кирила, єп. Турівського","Святого отця нашого Кирила, єпископа Турівського",,,,428,Ясона і Сосіпатра,,Ясона і Сосіпатра,,,,,
4,29,,,,,,,"Свв. дев’ятьох мчч., що в Кизиці","Святих дев’ятьох мучеників, що в Кизиці",мчч. в Кизиці,,,429,мчч. в Кизиці,,мчч. в Кизиці,,,,,
4,29,,,,,,,"Прп. Мемнона, чудотв.","Преподобного Мемнона, чудотворця",,,,429,мчч. в Кизиці,,мчч. в Кизиці,,,,,
4,30,,,r,🕂,+,&dagger;,"🕂 Св. ап. Якова, брата св. Івана Богослова","🕂 Святого апостола Якова, брата святого Івана Богослова",ап. Якова,,,430,ап. Якова,,ап. Якова,,,,,
5,1,,,,,,,Св. прор. Єремії,Святого пророка Єремії,прор.Єремії,,,51,Мироносиць-прор.Єремії,,Мироносиць-прор.Єремії,,,,,
5,1,,,,,,,"Блаж. сщмч. Климентія Шептицького, архим. Унівського","Блаженного священномученика Климентія Шептицького, архимандрита Унівського",,,,51,Мироносиць-прор.Єремії,,Мироносиць-прор.Єремії,,,,,
5,2,,,,🕃,&,,"🕃 Св. Атанасія Великого, архиєп. Олександрійського","🕃 Святого отця Атанасія Великого, архиєпископа Олександрійського",Атанасія,,,52,Атанасія,,Атанасія,,,,,
5,3,,,r,🕂,+,&dagger;,"🕂 Переставл. прп. Теодосія, ігум. монастиря Печерського, спільного життя засновника","🕂 Переставлення преподобного отця нашого Теодосія, ігумена монастиря Печерського, спільного життя засновника",Теодосія Печерського,,,53,Теодосія Печерського,,Теодосія Печерського,,,,,
5,3,,,,,,,Свв. мчч. Тимотея й Маври,Святих мучеників Тимотея й Маври,,,,53,Теодосія Печерського,,Теодосія Печерського,,,,,
5,4,,,,,,,Св. мц. Пелагії,Святої мучениці Пелагії,Пелагії,,,54,Пелагії,,Пелагії,,,,,
5,5,,,,,,,Св. і славн. мц. Ірини,Святої і славної мучениці Ірини,Ірини,,,55,Ірини,,Ірини,,,,,
5,5,,,,,,,"Прп. Никифора, ігум. монастиря Мидікійського","Преподобного отця нашого Никифора, ігумена монастиря Мидікійського",,,,55,Ірини,,Ірини,,,,,
5,6,,,,,,,"Св., і прав., і багатостражд. Йова","Святого, і праведного, і багатостраждального Йова",Іова,,,56,Іова,,Іова,,,,,
5,7,,,,🕃,&,,🕃 Спогад про явління на небі знамення чесного Хреста у св. місті Єрусалимі,🕃 Спогад про явління на небі знамення чесного Хреста у святому місті Єрусалимі,Явління Хреста,,,57,Явління Хреста,,Явління Хреста,,,,,
5,7,,,,,,,Св. мч. Акакія,Святого мученика Акакія,,,,57,Явління Хреста,,Явління Хреста,,,,,
5,8,,,r,🕁,*,&dagger;,🕁 Св. ап. і єв. Івана Богослова,🕁 Святого апостола і євангелиста Івана Богослова,Йоана Богослова,,,58,Розслабленого-Йоана Богослова,,Розслабленого-Йоана Богослова,,,,,
